nh,year,villid,thanaid,agehead,sexhead,educhead,famsize,hhland,hhasset,expfd,expnfd,exptot,dmmfd,dfmfd,weight,vaccess,pcirr,rice,wheat,milk,potato,egg,oil,lexptot,lnland,vill,progvillf,progvillm,ps98,blockf1,ps99,blockf2,comsup,_pscore,_treated,_support,_weight,_lexptot,_id,_n1,_nn,_pdif
262094,1,2,26,71,0,0,3,12,48869.94141,2814.995361,696.9819336,3511.977295,0,0,0.941176474,1,0.5,9.92466259,8.120178223,10.82690525,6.715836048,2.030044556,40.60089493,8.164218903,0.113328688,262,1,0,0.401071816,3,0.012932342,1,1,0.401071816,Untreated,On support,1,,307,,0,
262154,1,2,26,46,1,1,5,8,10950,3012.045166,801.5966797,3813.641846,0,1,0.941176474,1,0.5,9.92466259,8.120178223,10.82690525,6.715836048,2.030044556,40.60089493,8.246602058,0.07696104,262,1,0,0.40982477,3,0.116546466,2,1,0.40982477,Treated,On support,1,7.669062614,816,347,1,0.009215685
263015,1,3,26,29,1,12,4,165,61131.41406,4591.960938,1358.438477,5950.399414,0,0,4.007936001,0,0,13.30807018,8.120178223,8.120178223,9.005325317,2.030044556,33.83407593,8.691381454,0.974559665,263,1,0,0.14385591,1,0.269631651,3,1,0.14385591,Untreated,On support,1,,21,,0,
263024,1,3,26,50,1,0,3,8,5400,3096.494873,2575.901123,5672.395996,0,1,0.469187647,0,0,13.30807018,8.120178223,8.120178223,9.005325317,2.030044556,33.83407593,8.643543243,0.07696104,263,1,0,0.388128713,2,0.279081747,3,1,0.388128713,Treated,On support,1,8.861773491,757,288,1,0.004963809
263025,1,3,26,53,1,0,5,115,24685,3292.191162,3640.546631,6932.737793,0,0,4.007936001,0,0,13.30807018,8.120178223,8.120178223,9.005325317,2.030044556,33.83407593,8.844154358,0.765467823,263,1,0,0.382404554,2,0.20419366,3,1,0.382404554,Untreated,On support,1,,257,,0,
263034,1,3,26,35,1,0,6,1,4672.486328,1559.97644,203.0045166,1762.980957,0,0,0.469187647,0,0,13.30807018,8.120178223,8.120178223,9.005325317,2.030044556,33.83407593,7.475328445,0.00995033,263,1,0,0.417091606,3,0.305814326,3,1,0.417091606,Untreated,On support,1,,342,,0,
263044,1,3,26,30,1,0,4,10,2540,2639.058105,768.0334473,3407.091553,0,1,0.469187647,0,0,13.30807018,8.120178223,8.120178223,9.005325317,2.030044556,33.83407593,8.133907318,0.095310181,263,1,0,0.426855269,3,0.302299441,3,1,0.426855269,Treated,On support,1,8.200024605,863,394,1,0.015595002
263084,1,3,26,33,0,0,2,1,1502.233154,1864.934326,340.0324707,2204.966797,0,0,0.469187647,0,0,13.30807018,8.120178223,8.120178223,9.005325317,2.030044556,33.83407593,7.698921204,0.00995033,263,1,0,0.432184221,3,0.078465721,1,1,0.432184221,Untreated,On support,1,,375,,0,
263114,1,3,26,34,1,0,5,1,4702.937012,1787.522095,352.5511475,2140.073242,0,0,0.469187647,0,0,13.30807018,8.120178223,8.120178223,9.005325317,2.030044556,33.83407593,7.669062614,0.00995033,263,1,0,0.419040455,3,0.307111434,3,1,0.419040455,Untreated,On support,1,,347,,0,
263154,1,3,26,32,1,0,4,66,10153.60645,2005.684082,388.2460938,2393.930176,0,0,0.469187647,0,0,13.30807018,8.120178223,8.120178223,9.005325317,2.030044556,33.83407593,7.781109333,0.506817579,263,1,0,0.422944072,3,0.253760711,3,1,0.422944072,Untreated,On support,1,,355,,0,
271015,1,1,27,65,1,9,5,1400,5072134.5,10600.62207,7015.834961,17616.45703,0,0,2.45614028,1,0.899999976,12.74416924,8.796859741,12.18026829,8.623744011,2.030044556,47.36771011,9.77664566,2.708050251,271,1,1,0.336725962,2,0.048672266,1,1,0.336725962,Untreated,On support,1,,184,,0,
271054,1,1,27,70,1,0,6,25,63885,3309.875244,276.3112793,3586.186523,0,1,0.743034005,1,0.899999976,12.74416924,8.796859741,12.18026829,8.623744011,2.030044556,47.36771011,8.185123444,0.223143548,271,1,1,0.585681827,3,0.160730887,2,1,0.585681827,Treated,Off support,,,1108,,0,
271064,1,1,27,32,1,0,5,33,55650,3850.047363,1379.753906,5229.80127,0,1,0.743034005,1,0.899999976,12.74416924,8.796859741,12.18026829,8.623744011,2.030044556,47.36771011,8.562319756,0.28517893,271,1,1,0.657664109,4,0.191667011,2,1,0.657664109,Treated,Off support,,,1128,,0,
271074,1,1,27,48,1,0,6,34,76200,2302.9729,436.5722656,2739.545166,1,0,0.743034005,1,0.899999976,12.74416924,8.796859741,12.18026829,8.623744011,2.030044556,47.36771011,7.915912151,0.292669624,271,1,1,0.627880738,4,0.175307598,2,1,0.627880738,Untreated,On support,1,,531,,0,
271084,1,1,27,34,1,6,8,45,66325,2755.785645,657.2270508,3413.012695,1,1,0.743034005,1,0.899999976,12.74416924,8.796859741,12.18026829,8.623744011,2.030044556,47.36771011,8.135643959,0.371563554,271,1,1,0.481748955,3,0.208674125,3,1,0.481748955,Treated,On support,1,7.927267075,976,507,1,0.071598746
271094,1,1,27,36,1,5,4,2,9930,7093.652832,2182.29834,9275.951172,1,1,0.743034005,1,0.899999976,12.74416924,8.796859741,12.18026829,8.623744011,2.030044556,47.36771011,9.135288239,0.019802628,271,1,1,0.507140965,3,0.236674914,3,1,0.507140965,Treated,On support,1,8.772879601,1019,137,1,0.213192023
271134,1,1,27,62,1,0,7,3,27020,3850.897949,6117.20166,9968.099609,0,1,0.743034005,1,0.899999976,12.74416924,8.796859741,12.18026829,8.623744011,2.030044556,47.36771011,9.207245827,0.029558802,271,1,1,0.601169823,4,0.184804369,2,1,0.601169823,Treated,Off support,,,1113,,0,
271154,1,1,27,57,1,0,7,13,181283,3178.856689,1237.457275,4416.313965,0,0,0.743034005,1,0.899999976,12.74416924,8.796859741,12.18026829,8.623744011,2.030044556,47.36771011,8.393286705,0.122217633,271,1,1,0.610771185,4,0.181491947,2,1,0.610771185,Untreated,On support,1,,528,,0,
272024,1,2,27,37,1,4,3,8,75915,8203.185547,3823.25,12026.43555,0,1,0.660678089,1,0.75,13.08250999,8.120178223,10.82690525,8.852693558,2.030044556,47.36771011,9.394945145,0.07696104,272,1,0,0.510392028,3,0.221488956,3,1,0.510392028,Treated,On support,1,8.632349014,1022,133,1,0.22044059
272025,1,2,27,60,1,0,5,65,116500,3064.01416,933.8205566,3997.834717,0,1,2.922824144,1,0.75,13.08250999,8.120178223,10.82690525,8.852693558,2.030044556,47.36771011,8.293758392,0.500775278,272,1,0,0.581547063,3,0.144924033,2,1,0.581547063,Treated,Off support,,,1104,,0,
272034,1,2,27,36,1,8,4,1,84720.53125,3951.820313,2166.226563,6118.046875,0,0,0.660678089,1,0.75,13.08250999,8.120178223,10.82690525,8.852693558,2.030044556,47.36771011,8.719161987,0.00995033,272,1,0,0.396065725,2,0.249386535,3,1,0.396065725,Untreated,On support,1,,293,,0,
272044,1,2,27,35,0,8,3,5,41400,3595.434814,1661.253174,5256.687988,0,1,0.660678089,1,0.75,13.08250999,8.120178223,10.82690525,8.852693558,2.030044556,47.36771011,8.567446709,0.048790164,272,1,0,0.409041613,3,0.05470913,1,1,0.409041613,Treated,On support,1,8.061242104,814,345,1,0.009609862
272045,1,2,27,67,1,5,7,54,801597,4485.818848,1712.003906,6197.822754,0,0,2.922824144,1,0.75,13.08250999,8.120178223,10.82690525,8.852693558,2.030044556,47.36771011,8.732114792,0.431782424,272,1,0,0.421790571,3,0.163435573,2,1,0.421790571,Untreated,On support,1,,351,,0,
272054,1,2,27,50,1,0,4,3,16400,3127.62207,707.1323242,3834.754395,0,1,0.660678089,1,0.75,13.08250999,8.120178223,10.82690525,8.852693558,2.030044556,47.36771011,8.252120972,0.029558802,272,1,0,0.600931746,4,0.193783889,2,1,0.600931746,Treated,Off support,,,1112,,0,
272074,1,2,27,29,0,0,4,1,12498.30859,2195.831543,546.4204102,2742.251953,0,0,0.660678089,1,0.75,13.08250999,8.120178223,10.82690525,8.852693558,2.030044556,47.36771011,7.916899204,0.00995033,272,1,0,0.65140107,4,0.045038459,1,1,0.65140107,Untreated,On support,1,,533,,0,
272134,1,2,27,35,1,0,6,4,17350,2309.739746,291.5368652,2601.276611,0,1,0.660678089,1,0.75,13.08250999,8.120178223,10.82690525,8.852693558,2.030044556,47.36771011,7.864141941,0.039220713,272,1,0,0.629534095,4,0.208442655,3,1,0.629534095,Treated,Off support,,,1122,,0,
272154,1,2,27,40,1,0,4,41,86669.375,2405.603027,555.7246094,2961.327637,0,0,0.660678089,1,0.75,13.08250999,8.120178223,10.82690525,8.852693558,2.030044556,47.36771011,7.993730545,0.343589693,272,1,0,0.620070624,4,0.175662151,2,1,0.620070624,Untreated,On support,1,,529,,0,
272164,1,2,27,68,1,7,3,14,89650,3606.261719,1628.546875,5234.808594,0,1,0.660678089,1,0.75,13.08250999,8.120178223,10.82690525,8.852693558,2.030044556,47.36771011,8.563276291,0.131028265,272,1,0,0.363319927,2,0.197302535,2,1,0.363319927,Treated,On support,1,8.589803696,703,234,1,0.00659428
273014,1,3,27,45,1,1,4,10,37082.15234,3195.290283,1854.107666,5049.397949,0,0,0.643291831,1,0.300000012,12.85694981,8.120178223,9.473542213,8.700060844,2.030044556,40.60089493,8.527222633,0.095310181,273,0,0,0.432558061,3,0.209878756,3,1,0.432558061,Untreated,On support,1,,377,,0,
273025,1,3,27,46,1,0,5,105,230004.0625,2401.407471,898.6330566,3300.040527,0,0,3.021346331,1,0.300000012,12.85694981,8.120178223,9.473542213,8.700060844,2.030044556,40.60089493,8.101992607,0.717839777,273,0,0,0.459692154,3,0.150396679,2,1,0.459692154,Untreated,On support,1,,422,,0,
273034,1,3,27,58,1,0,3,5,15435.10645,3257.544922,861.6416016,4119.186523,0,0,0.643291831,1,0.300000012,12.85694981,8.120178223,9.473542213,8.700060844,2.030044556,40.60089493,8.323654175,0.048790164,273,0,0,0.436008353,3,0.196137007,2,1,0.436008353,Untreated,On support,1,,383,,0,
273035,1,3,27,70,1,0,5,865,941399.375,4313.438965,43411.15234,47724.58984,0,0,3.021346331,1,0.300000012,12.85694981,8.120178223,9.473542213,8.700060844,2.030044556,40.60089493,10.77322292,2.266957998,273,0,0,0.412551882,3,0.050389707,1,1,0.412551882,Untreated,On support,1,,337,,0,
273044,1,3,27,60,1,0,4,29,47909.05469,3241.304688,595.4797363,3836.784424,0,0,0.643291831,1,0.300000012,12.85694981,8.120178223,9.473542213,8.700060844,2.030044556,40.60089493,8.252650261,0.254642218,273,0,0,0.432080933,3,0.175750813,2,1,0.432080933,Untreated,On support,1,,374,,0,
273045,1,3,27,60,1,2,11,198,191771.5625,2486.49707,2070.030273,4556.527344,0,0,3.021346331,1,0.300000012,12.85694981,8.120178223,9.473542213,8.700060844,2.030044556,40.60089493,8.424535751,1.091923356,273,0,0,0.375101418,2,0.119170866,2,1,0.375101418,Untreated,On support,1,,244,,0,
273064,1,3,27,55,1,0,2,5,9710.380859,2863.039551,372.1750488,3235.2146,0,0,0.643291831,1,0.300000012,12.85694981,8.120178223,9.473542213,8.700060844,2.030044556,40.60089493,8.082159996,0.048790164,273,0,0,0.441911213,3,0.199218774,2,1,0.441911213,Untreated,On support,1,,391,,0,
273104,1,3,27,40,1,0,4,3,6732.981445,2421.843262,270.6726074,2692.515869,0,0,0.643291831,1,0.300000012,12.85694981,8.120178223,9.473542213,8.700060844,2.030044556,40.60089493,7.898602486,0.029558802,273,0,0,0.471593316,3,0.2169428,3,1,0.471593316,Untreated,On support,1,,438,,0,
273124,1,3,27,32,1,2,4,5.5,10644.20117,1572.60791,392.4753418,1965.083252,0,0,0.643291831,1,0.300000012,12.85694981,8.120178223,9.473542213,8.700060844,2.030044556,40.60089493,7.583798409,0.053540766,273,0,0,0.429112904,3,0.233098802,3,1,0.429112904,Untreated,On support,1,,366,,0,
273134,1,3,27,46,1,0,7,1,10434.42969,1943.429443,275.5061035,2218.935547,0,0,0.643291831,1,0.300000012,12.85694981,8.120178223,9.473542213,8.700060844,2.030044556,40.60089493,7.705233574,0.00995033,273,0,0,0.459692154,3,0.212383376,3,1,0.459692154,Untreated,On support,1,,423,,0,
281014,1,1,28,35,1,0,5,32,84537.82031,2836.10791,884.8283691,3720.936279,0,0,0.29411763,1,0.800000012,10.15022373,8.796859741,8.120178223,6.868469238,1.691703916,40.60089493,8.221999168,0.27763173,281,0,0,0.500001904,3,0.199569165,2,1,0.500001904,Untreated,On support,1,,472,,0,
281015,1,1,28,60,1,5,4,348,436506.9688,4236.026367,1802.679688,6038.706055,0,0,5,1,0.800000012,10.15022373,8.796859741,8.120178223,6.868469238,1.691703916,40.60089493,8.706110954,1.49962306,281,0,0,0.311008049,2,0.103283258,2,1,0.311008049,Untreated,On support,1,,155,,0,
281024,1,1,28,43,1,3,6,126,187616.7344,2694.320557,449.4291992,3143.749756,0,0,0.29411763,1,0.800000012,10.15022373,8.796859741,8.120178223,6.868469238,1.691703916,40.60089493,8.053489685,0.815364838,281,0,0,0.397100081,2,0.15770898,2,1,0.397100081,Untreated,On support,1,,299,,0,
281034,1,1,28,50,1,0,5,7,19177.15625,1494.383423,94.19421387,1588.577637,0,0,0.29411763,1,0.800000012,10.15022373,8.796859741,8.120178223,6.868469238,1.691703916,40.60089493,7.37122345,0.067658648,281,0,0,0.470164916,3,0.203715439,3,1,0.470164916,Untreated,On support,1,,436,,0,
281064,1,1,28,60,1,4,6,64,152760.8438,5029.54834,1028.330078,6057.878418,0,0,0.29411763,1,0.800000012,10.15022373,8.796859741,8.120178223,6.868469238,1.691703916,40.60089493,8.709280014,0.49469623,281,0,0,0.337480752,2,0.172734664,2,1,0.337480752,Untreated,On support,1,,186,,0,
281084,1,1,28,40,1,2,5,111,160799.8438,4734.605469,607.9306641,5342.536133,0,0,0.29411763,1,0.800000012,10.15022373,8.796859741,8.120178223,6.868469238,1.691703916,40.60089493,8.58364296,0.746687949,281,0,0,0.431623724,3,0.162054506,2,1,0.431623724,Untreated,On support,1,,371,,0,
281114,1,1,28,42,1,2,3,1,5041.277344,4625.344238,1022.916504,5648.260742,0,0,0.29411763,1,0.800000012,10.15022373,8.796859741,8.120178223,6.868469238,1.691703916,40.60089493,8.639280319,0.00995033,281,0,0,0.42770381,3,0.227457951,3,1,0.42770381,Untreated,On support,1,,363,,0,
281134,1,1,28,65,1,0,4,7,31073.21875,2192.786621,545.236084,2738.022705,0,0,0.29411763,1,0.800000012,10.15022373,8.796859741,8.120178223,6.868469238,1.691703916,40.60089493,7.915356636,0.067658648,281,0,0,0.440494579,3,0.188388121,2,1,0.440494579,Untreated,On support,1,,388,,0,
281144,1,1,28,43,1,2,7,5,12714.8457,2350.598389,597.703125,2948.301514,0,0,0.29411763,1,0.800000012,10.15022373,8.796859741,8.120178223,6.868469238,1.691703916,40.60089493,7.989323616,0.048790164,281,0,0,0.425746501,3,0.222457771,3,1,0.425746501,Untreated,On support,1,,358,,0,
282024,1,2,28,35,1,0,5,50,43180.40625,2192.177734,1354.445801,3546.623535,0,0,0.601390719,1,0.550000012,8.120178223,6.766815662,6.766815662,5.494774818,1.691703916,37.89416885,8.174033165,0.405465096,282,1,0,0.385042677,2,0.104087803,2,1,0.385042677,Untreated,On support,1,,264,,0,
282035,1,2,28,45,1,0,4,1034,142563.2813,4477.602051,2032.582031,6510.184082,0,0,3.258785963,1,0.550000012,8.120178223,6.766815662,6.766815662,5.494774818,1.691703916,37.89416885,8.781276703,2.428336382,282,1,0,0.366111489,2,0.024331564,1,1,0.366111489,Untreated,On support,1,,229,,0,
282044,1,2,28,45,1,9,5,20,28474.75977,3344.701416,774.1237793,4118.825195,0,0,0.601390719,1,0.550000012,8.120178223,6.766815662,6.766815662,5.494774818,1.691703916,37.89416885,8.323566437,0.182321563,282,1,0,0.157450985,1,0.141078326,2,1,0.157450985,Untreated,On support,1,,27,,0,
282045,1,2,28,54,1,6,8,69,96873.73438,2740.221924,1944.360107,4684.582031,0,0,3.258785963,1,0.550000012,8.120178223,6.766815662,6.766815662,5.494774818,1.691703916,37.89416885,8.452245712,0.524728537,282,1,0,0.20356193,2,0.101746147,2,1,0.20356193,Untreated,On support,1,,56,,0,
282074,1,2,28,41,1,4,7,1,36222.76563,2611.990723,1147.748779,3759.739502,0,0,0.601390719,1,0.550000012,8.120178223,6.766815662,6.766815662,5.494774818,1.691703916,37.89416885,8.23237133,0.00995033,282,1,0,0.26868541,2,0.139196612,2,1,0.26868541,Untreated,On support,1,,109,,0,
282094,1,2,28,32,1,5,5,37,153038.2969,5249.966309,690.3500977,5940.316406,0,0,0.601390719,1,0.550000012,8.120178223,6.766815662,6.766815662,5.494774818,1.691703916,37.89416885,8.689685822,0.314810753,282,1,0,0.259293761,2,0.127897206,2,1,0.259293761,Untreated,On support,1,,97,,0,
282124,1,2,28,40,1,5,3,4,6570,2919.655273,2454.32373,5373.979004,0,1,0.601390719,1,0.550000012,8.120178223,6.766815662,6.766815662,5.494774818,1.691703916,37.89416885,8.589509964,0.039220713,282,1,0,0.246530124,2,0.141443667,2,1,0.246530124,Treated,On support,1,8.622078896,590,89,1,0.003022283
282134,1,2,28,50,1,0,9,11,5700,2478.759766,689.8393555,3168.599121,0,1,0.601390719,1,0.550000012,8.120178223,6.766815662,6.766815662,5.494774818,1.691703916,37.89416885,8.061360359,0.104360014,282,1,0,0.35676351,2,0.11248723,2,1,0.35676351,Treated,On support,1,8.420900345,691,222,1,0.005466164
282144,1,2,28,30,1,0,4,5,6750,1817.56665,1744.146729,3561.713379,0,1,0.601390719,1,0.550000012,8.120178223,6.766815662,6.766815662,5.494774818,1.691703916,37.89416885,8.178277969,0.048790164,282,1,0,0.394615286,2,0.131158412,2,1,0.394615286,Treated,On support,1,7.989495754,773,304,1,0.005028963
282154,1,2,28,45,1,0,6,4,11450,1149.456421,242.7030029,1392.159424,0,1,0.601390719,1,0.550000012,8.120178223,6.766815662,6.766815662,5.494774818,1.691703916,37.89416885,7.239329338,0.039220713,282,1,0,0.366111489,2,0.120365279,2,1,0.366111489,Treated,On support,1,8.064120293,709,240,1,0.007210198
282164,1,2,28,30,1,0,7,1,3126.269043,2211.781982,453.666748,2665.44873,0,0,0.601390719,1,0.550000012,8.120178223,6.766815662,6.766815662,5.494774818,1.691703916,37.89416885,7.888502598,0.00995033,282,1,0,0.394615286,2,0.13394108,2,1,0.394615286,Untreated,On support,1,,291,,0,
283015,1,3,28,42,1,8,5,138,93677,3999.729248,3107.321533,7107.050781,1,0,3.299663067,1,0.300000012,9.022420883,7.443497181,9.473542213,6.105305672,1.691703916,40.60089493,8.868983269,0.867100477,283,1,1,0.193011634,1,0.101885029,2,1,0.193011634,Untreated,On support,1,,52,,0,
283025,1,3,28,70,0,0,2,1,1082.690552,2973.338867,1622.682129,4596.020996,0,0,3.299663067,1,0.300000012,9.022420883,7.443497181,9.473542213,6.105305672,1.691703916,40.60089493,8.433163643,0.00995033,283,1,1,0.348684092,2,0.01648886,1,1,0.348684092,Untreated,On support,1,,202,,0,
283064,1,3,28,50,1,0,7,9,4520,1611.082153,514.3746338,2125.456787,0,1,0.594177008,1,0.300000012,9.022420883,7.443497181,9.473542213,6.105305672,1.691703916,40.60089493,7.662212372,0.086177699,283,1,1,0.375392559,2,0.121239192,2,1,0.375392559,Treated,On support,1,8.466629982,719,250,1,0.001697679
283084,1,3,28,35,1,0,3,1,5600,2908.828369,985.699707,3894.528076,0,1,0.594177008,1,0.300000012,9.022420883,7.443497181,9.473542213,6.105305672,1.691703916,40.60089493,8.267584801,0.00995033,283,1,1,0.40410178,3,0.138316741,2,1,0.40410178,Treated,On support,1,8.320693016,797,328,1,0.005544998
283094,1,3,28,50,1,0,5,3,2390,3057.788574,476.1130371,3533.901611,0,1,0.594177008,1,0.300000012,9.022420883,7.443497181,9.473542213,6.105305672,1.691703916,40.60089493,8.170440674,0.029558802,283,1,1,0.375392559,2,0.125093726,2,1,0.375392559,Treated,On support,1,7.85716486,720,251,1,0.002254672
283104,1,3,28,35,1,0,5,10,10825,1755.853271,349.4382324,2105.291504,0,1,0.594177008,1,0.300000012,9.022420883,7.443497181,9.473542213,6.105305672,1.691703916,40.60089493,7.652684212,0.095310181,283,1,1,0.40410178,3,0.132117411,2,1,0.40410178,Treated,On support,1,7.727283955,798,329,1,0.005752108
283114,1,3,28,35,1,0,3,5,3230,3794.37915,773.2214355,4567.600586,0,1,0.594177008,1,0.300000012,9.022420883,7.443497181,9.473542213,6.105305672,1.691703916,40.60089493,8.426961899,0.048790164,283,1,1,0.40410178,3,0.135471799,2,1,0.40410178,Treated,On support,1,7.905425072,799,330,1,0.005822996
283144,1,3,28,48,1,6,4,11.5,10215,4891.054199,2246.921387,7137.975586,0,1,0.594177008,1,0.300000012,9.022420883,7.443497181,9.473542213,6.105305672,1.691703916,40.60089493,8.873324394,0.108854406,283,1,1,0.226777184,2,0.141858908,2,1,0.226777184,Treated,On support,1,8.334095955,578,76,1,0.005989134
284024,1,4,28,35,1,0,5,6,7355.529297,1217.485474,276.7626953,1494.248169,0,0,0.557213962,1,0.498809516,10.37578392,8.796859741,6.766815662,7.021101475,1.691703916,40.60089493,7.310047626,0.058268908,284,0,0,0.450518809,3,0.212572224,3,1,0.450518809,Untreated,On support,1,,408,,0,
284035,1,4,28,35,1,0,5,302,323014,3627.825195,1721.613281,5349.438477,0,0,2.328358173,1,0.498809516,10.37578392,8.796859741,6.766815662,7.021101475,1.691703916,40.60089493,8.584934235,1.391281843,284,0,0,0.450518809,3,0.10693765,2,1,0.450518809,Untreated,On support,1,,409,,0,
284044,1,4,28,28,1,0,4,29,39003.92578,2233.049072,430.5385742,2663.587646,0,0,0.557213962,1,0.498809516,10.37578392,8.796859741,6.766815662,7.021101475,1.691703916,40.60089493,7.887804508,0.254642218,284,0,0,0.464375663,3,0.201216693,3,1,0.464375663,Untreated,On support,1,,430,,0,
284055,1,4,28,30,1,0,4,76,84192.71875,2562.931396,369.4680176,2932.399414,0,0,2.328358173,1,0.498809516,10.37578392,8.796859741,6.766815662,7.021101475,1.691703916,40.60089493,7.983917236,0.565313816,284,0,0,0.460411404,3,0.17143989,2,1,0.460411404,Untreated,On support,1,,425,,0,
284074,1,4,28,35,1,4,3,29,26898.08984,2731.537842,546.3076172,3277.845459,0,0,0.557213962,1,0.498809516,10.37578392,8.796859741,6.766815662,7.021101475,1.691703916,40.60089493,8.095246315,0.254642218,284,0,0,0.337631058,2,0.212294467,3,1,0.337631058,Untreated,On support,1,,187,,0,
284104,1,4,28,40,1,0,9,60,69024.90625,1567.796021,321.0477295,1888.84375,0,0,0.557213962,1,0.498809516,10.37578392,8.796859741,6.766815662,7.021101475,1.691703916,40.60089493,7.544249535,0.470003635,284,0,0,0.440656861,3,0.170144796,2,1,0.440656861,Untreated,On support,1,,389,,0,
284114,1,4,28,40,1,10,7,24,28928.13867,2196.70166,368.7915039,2565.493164,0,0,0.557213962,1,0.498809516,10.37578392,8.796859741,6.766815662,7.021101475,1.691703916,40.60089493,7.850295544,0.215111375,284,0,0,0.18787073,1,0.23985951,3,1,0.18787073,Untreated,On support,1,,49,,0,
284124,1,4,28,60,1,0,4,35,39508.73047,3206.455566,777.1687012,3983.624268,0,0,0.557213962,1,0.498809516,10.37578392,8.796859741,6.766815662,7.021101475,1.691703916,40.60089493,8.290198326,0.300104588,284,0,0,0.401634948,3,0.165843127,2,1,0.401634948,Untreated,On support,1,,310,,0,
284154,1,4,28,30,1,0,4,6,7737.854004,2145.418945,338.3405762,2483.759521,0,0,0.557213962,1,0.498809516,10.37578392,8.796859741,6.766815662,7.021101475,1.691703916,40.60089493,7.817931175,0.058268908,284,0,0,0.460411404,3,0.217974598,3,1,0.460411404,Untreated,On support,1,,426,,0,
291014,1,1,29,35,1,7,4,32,92637.70313,3860.468262,773.1088867,4633.577148,0,0,0.515713096,0,0.733333349,9.247981071,6.766815662,6.766815662,6.257938385,1.353363156,37.89416885,8.441300392,0.27763173,291,1,1,0.288499671,2,0.286159199,3,1,0.288499671,Untreated,On support,1,,129,,0,
291025,1,1,29,48,1,5,5,104,125801.875,2086.615234,1744.485107,3831.100342,0,0,3.744292021,0,0.733333349,9.247981071,6.766815662,6.766815662,6.257938385,1.353363156,37.89416885,8.251168251,0.712949812,291,1,1,0.317265688,2,0.214623565,3,1,0.317265688,Untreated,On support,1,,164,,0,
291045,1,1,29,56,1,0,9,81,192888.0781,3961.895264,3134.539307,7096.43457,1,1,3.744292021,0,0.733333349,9.247981071,6.766815662,6.766815662,6.257938385,1.353363156,37.89416885,8.867488861,0.593326867,291,1,1,0.441545877,3,0.194646833,2,1,0.441545877,Treated,On support,1,7.817931175,895,426,1,0.018865528
291134,1,1,29,40,1,1,7,46,99066.17969,2364.518555,682.9650879,3047.483643,0,0,0.515713096,0,0.733333349,9.247981071,6.766815662,6.766815662,6.257938385,1.353363156,37.89416885,8.022399902,0.378436446,291,1,1,0.443995463,3,0.237675643,3,1,0.443995463,Untreated,On support,1,,396,,0,
291144,1,1,29,38,1,4,5,25,15003,2620.652344,741.6428223,3362.295166,0,1,0.515713096,0,0.733333349,9.247981071,6.766815662,6.766815662,6.257938385,1.353363156,37.89416885,8.120676041,0.223143548,291,1,1,0.362492139,2,0.272251971,3,1,0.362492139,Treated,On support,1,8.620782852,702,233,1,0.007136267
292014,1,2,29,28,1,0,4,3,3990,2459.737549,369.637207,2829.374756,0,1,0.852941155,1,0.449999988,9.699102402,7.443497181,8.120178223,6.563203812,1.353363156,43.307621,7.948164463,0.029558802,292,1,0,0.47524119,3,0.228499151,3,1,0.47524119,Treated,On support,1,8.754657745,964,495,1,0.064313317
292034,1,2,29,51,0,0,4,6,23399.64844,2928.000977,404.9938965,3332.994873,0,0,0.852941155,1,0.449999988,9.699102402,7.443497181,8.120178223,6.563203812,1.353363156,43.307621,8.111926079,0.058268908,292,1,0,0.441035514,3,0.039758866,1,1,0.441035514,Untreated,On support,1,,390,,0,
292044,1,2,29,35,1,0,4,1,3330,2853.227783,2945.425537,5798.65332,0,1,0.852941155,1,0.449999988,9.699102402,7.443497181,8.120178223,6.563203812,1.353363156,43.307621,8.665553093,0.00995033,292,1,0,0.461349009,3,0.222698074,3,1,0.461349009,Treated,On support,1,8.540884018,936,467,1,0.034427418
292064,1,2,29,45,1,0,5,14,11715,1828.934937,876.9793701,2705.914307,0,1,0.852941155,1,0.449999988,9.699102402,7.443497181,8.120178223,6.563203812,1.353363156,43.307621,7.903564453,0.131028265,292,1,0,0.44158872,3,0.200306863,3,1,0.44158872,Treated,On support,1,8.48728466,896,427,1,0.019334404
292094,1,2,29,75,1,0,7,206,255772.1094,2780.967773,313.2067871,3094.174561,0,0,0.852941155,1,0.449999988,9.699102402,7.443497181,8.120178223,6.563203812,1.353363156,43.307621,8.037599564,1.118414879,292,1,0,0.383362045,2,0.10003768,2,1,0.383362045,Untreated,On support,1,,258,,0,
292144,1,2,29,58,0,0,1,3,11841.92676,2533.49585,565.7055664,3099.201416,0,0,0.852941155,1,0.449999988,9.699102402,7.443497181,8.120178223,6.563203812,1.353363156,43.307621,8.039222717,0.029558802,292,1,0,0.427289539,3,0.038383247,1,1,0.427289539,Untreated,On support,1,,360,,0,
293014,1,3,29,35,1,5,3,12,20236.83984,3411.377441,1732.304688,5143.682129,0,0,0.329411745,1,0.75,9.022420883,6.428474903,6.766815662,6.105305672,1.691703916,37.89416885,8.545719147,0.113328688,293,1,0,0.295870375,2,0.178104278,2,1,0.295870375,Untreated,On support,1,,139,,0,
293024,1,3,29,38,1,5,4,10.5,29943.16016,3385.776123,411.0839844,3796.860107,0,0,0.329411745,1,0.75,9.022420883,6.428474903,6.766815662,6.105305672,1.691703916,37.89416885,8.242193222,0.099845335,293,1,0,0.290718411,2,0.176394358,2,1,0.290718411,Untreated,On support,1,,134,,0,
